,FERAID,NGS Run Number,BIOSYS site ID,Season,Dataset,SPT_Name,Conductivity,N_NH4,N_NO3,P_PO4,Alkalinity,pH,TotalRead,NonPlankRead,NoBlast Hit,% No Blast Hit of total count,NGS_TDI,LM_TDI4,LM_TDI5,Northing,Easting,Lon,Lat
111,3110,Diatom5 ,9587,Aut,2016,300M U/S A386 BR  50M U/S PYLONS,206.432244,0.059800632,2.537453343,0.048243003,38.75757576,7.573030327,11900,11808,3609,30.56402439,46.15936916,53.31314879,48.65511551,111300,252380,50.88228173,-4.099858726
112,2910,Diatom2,9593,Spr,2016,150M U/S DIPPLE BRIDGE,183.1943312,0.074652167,2.020491079,0.061161875,36.08333333,7.627500017,18774,18614,5383,28.91909316,44.0584001,49.93220339,45.70967742,117870,234920,50.93658465,-4.350823119
113,2426,Diatom3,9593,Aut,2016,150M U/S DIPPLE BRIDGE,183.1943312,0.074652167,2.020491079,0.061161875,36.08333333,7.627500017,35462,35411,16893,47.70551524,54.23052164,53.85204082,49.11716172,117870,234920,50.93658465,-4.350823119
114,2872,Diatom1,9601,Spr,2016,150M U/S RD BR CLAPWORTHY,198.9210206,0.048347553,2.786011918,0.026228248,49.21428571,7.655454549,36640,36590,25051,68.46406122,52.00439983,66.6722973,60.3,124080,267650,51.00084399,-3.887568432
115,2561,Diatom3,9601,Aut,2016,150M U/S RD BR CLAPWORTHY,198.9210206,0.048347553,2.786011918,0.026228248,49.21428571,7.655454549,30628,30628,19060,62.23063863,51.76785505,57.25083056,55.99834983,124080,267650,51.00084399,-3.887568432
116,3039,Diatom2,9602,Spr,2016,10M D/S BR  CHELFHAM MILL SCHOOL,194.7505948,0.040886998,3.398891493,0.060312546,52.42857143,7.839285748,34466,34454,8034,23.31804725,52.33930093,57.94520548,57.25165563,135650,260890,51.10322474,-3.988298145
117,2780,Diatom4,9602,Aut,2016,10M D/S BR  CHELFHAM MILL SCHOOL,194.7505948,0.040886998,3.398891493,0.060312546,52.42857143,7.839285748,42481,42337,20575,48.59815292,54.45835375,62.57188498,60.75079872,135650,260890,51.10322474,-3.988298145
118,2631,Diatom2,9615,Spr,2016,50M U/S MONKOKEHAMPTON,281.1751629,0.037085328,3.028818883,0.091651444,83.91666667,7.743333419,35681,35681,9295,26.05027886,48.90229943,54.28807947,54.28807947,105450,258360,50.8312064,-4.012642145
119,3100,Diatom4,9615,Aut,2016,50M U/S MONKOKEHAMPTON,281.1751629,0.037085328,3.028818883,0.091651444,83.91666667,7.743333419,24996,23551,8455,35.90081101,72.80228054,68.63715278,68.51151316,105450,258360,50.8312064,-4.012642145
120,2909,Diatom2,9647,Spr,2016,50M U/S YEO CONFLUENCE (ORLEIGH),190.0764462,0.046603255,2.733690745,0.058288775,41.54545455,7.766969681,41167,41031,7555,18.41290731,49.3712782,56.925,56.7358804,122420,243950,50.97998464,-4.224365116
121,2425,Diatom3,9647,Aut,2016,50M U/S YEO CONFLUENCE (ORLEIGH),190.0764462,0.046603255,2.733690745,0.058288775,41.54545455,7.766969681,30621,30542,20211,66.1744483,65.96437147,61.16987179,59.86111111,122420,243950,50.97998464,-4.224365116
122,2580,Diatom1,9654,Spr,2016,U/S FT BR  PRIOR TO WIMBLEBALL RESERVOIR,124.3677252,0.023451955,1.12598268,0.017021759,27.41666667,7.793333371,25044,25044,14034,56.03737422,52.14277967,49.76351351,49.51666667,128900,298800,51.05050156,-3.445153612
123,2967,Diatom4,9654,Aut,2016,U/S FT BR  PRIOR TO WIMBLEBALL RESERVOIR,124.3677252,0.023451955,1.12598268,0.017021759,27.41666667,7.793333371,44686,43694,6198,14.18501396,60.05542633,53.67857143,50.74750831,128900,298800,51.05050156,-3.445153612
124,2485,Diatom2 ,9689,Spr,2016,75M U/S HAWKRIDGE BRIDGE,250.282629,0.030794936,3.700063812,0.059697172,56.18181818,7.776666681,38501,34984,8988,25.6917448,56.37824231,64.63141026,64.23076923,125370,259500,51.01050295,-4.004144565
125,2555,Diatom3,9689,Aut,2016,75M U/S HAWKRIDGE BRIDGE,250.282629,0.030794936,3.700063812,0.059697172,56.18181818,7.776666681,30837,30739,14696,47.80897232,67.35487517,66.38333333,63.86885246,125370,259500,51.01050295,-4.004144565
126,3043,Diatom2,9690,Spr,2016,100M U/S BR  REEVE BRIDGE,160.7363364,0.032077514,2.00230588,0.02739205,37.41666667,7.8883334,44865,44865,10376,23.12715926,52.63020841,58.70833333,57.90833333,113400,266080,50.90449584,-3.905998265
127,2560,Diatom3,9690,Aut,2016,100M U/S BR  REEVE BRIDGE,160.7363364,0.032077514,2.00230588,0.02739205,37.41666667,7.8883334,59741,59400,32946,55.46464646,69.37371132,59.21096346,57.83980583,113400,266080,50.90449584,-3.905998265
128,2581,Diatom1,9692,Spr,2016,LANGHAM BRIDGE,201.4190729,0.03112418,2.926044719,0.043527735,45.66666667,7.731666684,43464,43444,15948,36.70932695,53.18543014,62.57886435,62.3515625,126080,257950,51.01650242,-4.026502676
129,2749,Diatom4,9692,Aut,2016,LANGHAM BRIDGE,201.4190729,0.03112418,2.926044719,0.043527735,45.66666667,7.731666684,45899,45862,17480,38.11434303,61.44354784,68.36319218,66.80420712,126080,257950,51.01650242,-4.026502676
130,3151,Diatom1,9703,Spr,2016,30M DS CHOPE'S BRIDGE,234.0372763,0.060470903,2.266998191,0.050387953,56.25,7.876666745,69572,69532,20571,29.58493931,49.27370752,56.74342105,56.37254902,121445,247879,50.97227559,-4.168030221
131,2423,Diatom3,9703,Aut,2016,30M DS CHOPE'S BRIDGE,234.0372763,0.060470903,2.266998191,0.050387953,56.25,7.876666745,71641,71524,28942,40.46473911,71.50224697,65.95394737,64.8534202,121445,247879,50.97227559,-4.168030221
132,3040,Diatom2,9704,Spr,2016,300M U/S HANSFORD BRIDGE,183.8139321,0.030459283,2.146618865,0.045927098,36.16666667,7.76333336,70650,66935,14039,20.97407933,53.30356058,60.73825503,60.82214765,115600,265750,50.92419133,-3.911498946
133,2972,Diatom4,9704,Aut,2016,300M U/S HANSFORD BRIDGE,183.8139321,0.030459283,2.146618865,0.045927098,36.16666667,7.76333336,69822,69248,10639,15.36362061,66.22361805,65.44314381,64.71217105,115600,265750,50.92419133,-3.911498946
134,2874,Diatom1,9725,Spr,2016,100M U/S ALSWEAR RD BR,172.6271572,0.035250032,1.632069939,0.029124437,36.91666667,7.709166686,44306,44306,11687,26.37791721,46.96398753,52.5477707,51.40625,122040,272320,50.98356526,-3.820332548
135,2559,Diatom3,9725,Aut,2016,100M U/S ALSWEAR RD BR,172.6271572,0.035250032,1.632069939,0.029124437,36.91666667,7.709166686,51274,50813,26707,52.55938441,55.07508394,52.83216783,50,122040,272320,50.98356526,-3.820332548
136,2638,Diatom2,9732,Spr,2016,100M U/S IDDESLEIGH BR,142.7253087,0.031628077,1.359744421,0.070983988,23.78787879,7.698787834,30200,30200,3418,11.31788079,45.42306198,53.16831683,52.67100977,105900,256900,50.83489111,-4.033535932
137,3106,Diatom4,9732,Aut,2016,100M U/S IDDESLEIGH BR,142.7253087,0.031628077,1.359744421,0.070983988,23.78787879,7.698787834,31424,31311,8648,27.61968637,47.74207273,50.42553191,47.40066225,105900,256900,50.83489111,-4.033535932
138,3132,Diatom1,9738,Spr,2016,125 U/S BR  WESTOVER,185.6959175,0.042289127,2.487784874,0.033228737,39.08333333,7.721666654,25501,25498,14064,55.15726724,59.93203392,53.12080537,52.02875399,106540,247860,50.83833491,-4.162084378
139,3099,Diatom4,9738,Aut,2016,125 U/S BR  WESTOVER,185.6959175,0.042289127,2.487784874,0.033228737,39.08333333,7.721666654,37594,35898,12609,35.12451947,62.21674477,65.97826087,58.72532895,106540,247860,50.83833491,-4.162084378
140,3128,Diatom1,9746,Spr,2016,130M U/S LEWER BR,160.9201845,0.064331505,1.176934182,0.055881998,34.33333333,7.545833309,26325,26313,9031,34.32143807,52.22958942,55.09197324,54.75833333,105150,253180,50.82721881,-4.086026238
141,3092,Diatom4,9746,Aut,2016,130M U/S LEWER BR,160.9201845,0.064331505,1.176934182,0.055881998,34.33333333,7.545833309,36413,36407,10152,27.88474744,55.13830866,59.56484642,56.29166667,105150,253180,50.82721881,-4.086026238
142,2880,Diatom1,9771,Spr,2016,30M D/S NYMET BRIDGE,258.4978606,0.040196712,3.027879755,0.116011722,70.91666667,7.75,27781,27536,14386,52.24433469,52.30351545,59.6369637,58.57371795,109290,271420,50.86877092,-3.828646933
143,2970,Diatom4,9771,Aut,2016,30M D/S NYMET BRIDGE,258.4978606,0.040196712,3.027879755,0.116011722,70.91666667,7.75,35285,34924,20531,58.78765319,75.5689068,72.16329966,71.925,109290,271420,50.86877092,-3.828646933
144,2870,Diatom1,9776,Spr,2016,50M U/S BR  PARK HOUSE DRIVE,141.105859,0.044265232,2.047155662,0.031001978,33.58333333,7.856896532,42501,42500,18139,42.68,52.51564516,46.01170569,45.62292359,126530,272040,51.02385765,-3.825903485
145,2562,Diatom3,9776,Aut,2016,50M U/S BR  PARK HOUSE DRIVE,141.105859,0.044265232,2.047155662,0.031001978,33.58333333,7.856896532,36726,36726,16113,43.87355007,50.71763714,54.19381107,51.28955696,126530,272040,51.02385765,-3.825903485
146,2501,Diatom1,10116,Spr,2016,DUCKPOOL COTTAGE,267.5803305,0.034324895,2.954532972,0.090797905,47.83333333,7.845000108,16901,16883,5695,33.73215661,70.03979524,68.82564841,68.52729885,111690,220260,50.87668226,-4.556209352
147,2844,Diatom4,10116,Aut,2016,DUCKPOOL COTTAGE,267.5803305,0.034324895,2.954532972,0.090797905,47.83333333,7.845000108,45498,45270,19684,43.48133422,57.8351808,62.76699029,63.15634218,111690,220260,50.87668226,-4.556209352
148,2491,Diatom2 ,10130,Spr,2016,CRACKINGTON HAVEN BRIDGE EAST,275.7980705,0.036041562,1.55440927,0.042835595,47.13513514,7.77702704,51581,51580,11893,23.05738658,60.94970789,60.32163743,59.18767507,96763,214370,50.74073019,-4.632284855
149,2865,Diatom4,10130,Aut,2016,CRACKINGTON HAVEN BRIDGE EAST,275.7980705,0.036041562,1.55440927,0.042835595,47.13513514,7.77702704,37402,36936,8791,23.80062811,53.70714646,58.94859813,58.1558642,96763,214370,50.74073019,-4.632284855
150,2665,Diatom3,10254,Spr,2016,U/S SUPPLY WTW,416.9155763,0.115853962,0.565226794,0.028155895,176.2424242,8.174242439,63310,58761,30076,51.18360818,70.41493927,77.5330033,73.88071895,111703,355550,50.9030793,-2.633504046
151,2428,Diatom3,10254,Aut,2016,U/S SUPPLY WTW,416.9155763,0.115853962,0.565226794,0.028155895,176.2424242,8.174242439,46953,39907,30226,75.74109805,79.05497871,84.37366167,83.6965812,111703,355550,50.9030793,-2.633504046
152,2995,Diatom1,10685,Spr,2016,COUCH'S MILL,175.6197449,0.054791695,2.579716942,0.039208445,19.45454545,7.266060627,44888,44888,16642,37.07449652,47.85457675,51.94078947,50.72115385,59190,214850,50.40334586,-4.606781168
153,2823,Diatom4,10685,Aut,2016,COUCH'S MILL,175.6197449,0.054791695,2.579716942,0.039208445,19.45454545,7.266060627,68625,68489,35343,51.6039072,56.67545061,66.10128617,63.07515337,59190,214850,50.40334586,-4.606781168
154,2492,Diatom1 ,10711,Spr,2016,LERRYN,223.4032542,0.036686565,3.784917731,0.027765003,35.48484848,7.442121217,19083,19083,8941,46.85322014,67.57628364,70.32718121,69.30098684,57340,214320,50.38655852,-4.613316532
155,2478,Diatom3,10711,Aut,2016,LERRYN,223.4032542,0.036686565,3.784917731,0.027765003,35.48484848,7.442121217,65604,65603,33786,51.50069357,65.06447363,67.93711656,66.82721713,57340,214320,50.38655852,-4.613316532
156,2526,Diatom1,10719,Spr,2016,SOWDEN'S BRIDGE,236.9008096,0.041134628,3.915060529,0.027377514,48.66666667,7.706666748,35470,35469,13002,36.65736277,50.27813193,56.40983607,56.21311475,55620,223000,50.37378312,-4.490530594
157,2732,Diatom3,10719,Aut,2016,SOWDEN'S BRIDGE,236.9008096,0.041134628,3.915060529,0.027377514,48.66666667,7.706666748,49473,49443,27410,55.43757458,78.75870471,78.00319489,75.78025478,55620,223000,50.37378312,-4.490530594
158,2866,Diatom3,10764,Spr,2016,GRATTON FORD BRIDGE,76.68303257,0.014354392,0.663967614,0.008550576,9,7.021666765,42043,41957,26553,63.28622161,29.26687357,14.67272727,13.72131148,66940,252830,50.48374352,-4.075793825
159,2766,Diatom4,10764,Aut,2016,GRATTON FORD BRIDGE,76.68303257,0.014354392,0.663967614,0.008550576,9,7.021666765,44884,43687,21102,48.30269874,31.65118699,30.7337884,29.06832298,66940,252830,50.48374352,-4.075793825
160,2913,Diatom2,10766,Spr,2016,SHAUGH BRIDGE,51.87222335,0.014199648,0.141632624,0.006531183,5,7.343333403,69492,69479,39553,56.92799263,10.94946062,25.66666667,21.71096346,63669,253383,50.45448511,-4.066721864
161,2773,Diatom4,10766,Aut,2016,SHAUGH BRIDGE,51.87222335,0.014199648,0.141632624,0.006531183,5,7.343333403,45277,45177,31621,69.9935808,11.26838589,24.57627119,9.256329114,63669,253383,50.45448511,-4.066721864
162,3146,Diatom1,10772,Spr,2016,UPSTREAM BURRATOR RESERVOIR,50.20167383,0.012183249,0.18546875,0.003163938,5.166666667,7.047500014,47588,47584,25374,53.32464694,10.82301911,23.03636364,20.37459283,69270,256750,50.50565631,-4.021470408
163,2772,Diatom4,10772,Aut,2016,UPSTREAM BURRATOR RESERVOIR,50.20167383,0.012183249,0.18546875,0.003163938,5.166666667,7.047500014,45852,45852,29504,64.3461572,9.834941674,17.69957983,13.36180124,69270,256750,50.50565631,-4.021470408
164,2908,Diatom2,10816,Spr,2016,HOO MEAVY,94.36887242,0.028580597,1.062301183,0.027054328,12.66666667,6.966666778,51632,51529,27290,52.96046886,14.96656304,6.407284768,6.287878788,65590,252650,50.47156563,-4.077797012
165,2774,Diatom4,10816,Aut,2016,HOO MEAVY,94.36887242,0.028580597,1.062301183,0.027054328,12.66666667,6.966666778,36300,35763,10141,28.35612225,34.83583523,43.80184332,31.37820513,65590,252650,50.47156563,-4.077797012
166,3140,Diatom1,10817,Spr,2016,PLYM BRIDGE,95.50243488,0.029999999,0.963815276,0.017080207,13.14285714,7.423333353,27911,27880,15194,54.49784792,37.7410879,32.39346591,30.76145553,58639,252083,50.40895309,-4.083036386
167,2733,Diatom3,10817,Aut,2016,PLYM BRIDGE,95.50243488,0.029999999,0.963815276,0.017080207,13.14285714,7.423333353,18516,18441,11267,61.09755436,31.11876147,47.44252874,37.08333333,58639,252083,50.40895309,-4.083036386
168,2905,Diatom2,10982,Spr,2016,BOSSINGTON (20M U/S GREEN BRIDGE),96.10849739,0.029999999,0.571589377,0.015197004,23.71428571,7.982857295,67441,67438,28318,41.99116225,59.17983697,39.45843829,38.4085213,147686,289901,51.21772327,-3.577809152
169,2767,Diatom4,10982,Aut,2016,BOSSINGTON (20M U/S GREEN BRIDGE),96.10849739,0.029999999,0.571589377,0.015197004,23.71428571,7.982857295,58846,58846,28576,48.56064983,49.63035362,38.6969697,35.42296073,147686,289901,51.21772327,-3.577809152
170,2459,Diatom3,35535,Spr,2016,"BELOW LODE FARM, BORDON",337.3877878,0.041160434,1.878548886,0.120420209,106.1212121,7.700909065,64279,61761,30440,49.28676673,64.54569446,75.92409241,74.79032258,137637,477946,51.1327135,-0.887392785
171,3016,Diatom5,35535,Aut,2016,"BELOW LODE FARM, BORDON",337.3877878,0.041160434,1.878548886,0.120420209,106.1212121,7.700909065,23613,23578,3084,13.07998982,72.45424182,73.27557756,73.31451613,137637,477946,51.1327135,-0.887392785
172,2466,Diatom2 ,36020,Spr,2016,D/S BASINGSTOKE STW,772.851133,0.042251209,11.65719345,0.192451358,221.7272727,7.820000017,47470,47469,10741,22.62739893,45.46939806,58.50490196,49.73076923,155240,468140,51.29222399,-1.024175881
173,2743,Diatom4,36020,Aut,2016,D/S BASINGSTOKE STW,772.851133,0.042251209,11.65719345,0.192451358,221.7272727,7.820000017,55113,55012,20256,36.82105722,61.85023317,63.75,63.09105431,155240,468140,51.29222399,-1.024175881
174,2460,Diatom2 ,36041,Spr,2016,ABOVE BASINGSTOKE STW,772.851133,0.042251209,11.65719345,0.192451358,221.7272727,7.820000017,52115,52104,14756,28.32028251,49.13738009,65.91093117,52.39344262,155187,468039,51.29175955,-1.0256342
175,2750,Diatom4,36041,Aut,2016,ABOVE BASINGSTOKE STW,772.851133,0.042251209,11.65719345,0.192451358,221.7272727,7.820000017,33411,33411,14684,43.94959744,66.22440355,60.98892405,60.99842767,155187,468039,51.29175955,-1.0256342
176,2394,Diatom2 ,36058,Spr,2016,"AT LEIGH BRIDGE, LEIGH",482.347584,0.089725866,6.377676531,0.652317747,101.9166667,7.679166675,12255,12198,4695,38.48991638,68.1079254,76.55198777,76.5472561,146637,522607,51.20579324,-0.246303933
177,2714,Diatom3,36058,Aut,2016,"AT LEIGH BRIDGE, LEIGH",482.347584,0.089725866,6.377676531,0.652317747,101.9166667,7.679166675,58283,58268,36142,62.02718473,80.48497978,80.73770492,79.81967213,146637,522607,51.20579324,-0.246303933
178,2604,Diatom1,36072,Spr,2016,BAGNOR,632.0191985,0.031400442,8.321834261,0.040805056,239.8055556,7.903243271,12440,12440,6585,52.9340836,48.61245858,66.27604167,64.62046205,169283,445193,51.42076525,-1.351455158
179,2702,Diatom3,36072,Aut,2016,BAGNOR,632.0191985,0.031400442,8.321834261,0.040805056,239.8055556,7.903243271,44640,44639,20503,45.93068841,49.35479905,53.5488959,53.36477987,169283,445193,51.42076525,-1.351455158
180,2549,Diatom1,41987,Spr,2016,LAVENDER FARM,496.2232293,0.048911736,2.784975977,0.054933439,117.0833333,8.043333371,17565,17545,5123,29.19920205,47.05481233,37.86173633,37.61980831,95370,426180,50.75733959,-1.630212644
181,2964,Diatom4,41987,Aut,2016,LAVENDER FARM,496.2232293,0.048911736,2.784975977,0.054933439,117.0833333,8.043333371,33216,33155,3782,11.4070276,59.26168815,56.94888179,56.1163522,95370,426180,50.75733959,-1.630212644
182,3012,Diatom3,42038,Spr,2016,SHORTBRIDGE MILL,272.4932893,0.045499108,1.527252131,0.06665981,43.87878788,7.640606085,54300,54298,27621,50.86927695,52.40571045,62.65273312,61.8081761,121250,545100,50.97239415,0.065279427
183,3111,Diatom5,42038,Aut,2016,SHORTBRIDGE MILL,272.4932893,0.045499108,1.527252131,0.06665981,43.87878788,7.640606085,16822,16821,3653,21.71690149,56.73475651,50.33854167,49.16396104,121250,545100,50.97239415,0.065279427
184,3131,Diatom1,42069,Spr,2016,FLETCHWOOD COPSE,315.5062426,0.043712365,2.352996652,0.110547038,57.78787879,7.958484866,24392,24375,8223,33.73538462,47.24465879,58.67697595,52.421875,110930,432720,50.89692779,-1.536114418
185,2693,Diatom3,42069,Aut,2016,FLETCHWOOD COPSE,315.5062426,0.043712365,2.352996652,0.110547038,57.78787879,7.958484866,31076,31076,14350,46.17711417,43.97589985,56.64473684,50.38907285,110930,432720,50.89692779,-1.536114418
186,2976,Diatom1,42084,Spr,2016,HAMPTWORTH BRIDGE,376.1313213,0.045620826,2.671426829,0.33303683,93.15151515,7.850555579,37739,37716,16304,43.22833811,51.66392986,52.98231511,53.28322785,119967,422502,50.9786768,-1.680849175
187,2573,Diatom3,42084,Aut,2016,HAMPTWORTH BRIDGE,376.1313213,0.045620826,2.671426829,0.33303683,93.15151515,7.850555579,40014,40014,11537,28.83240866,47.3598957,63.41240876,55.60457516,119967,422502,50.9786768,-1.680849175
188,2919,Diatom2,42175,Spr,2016,BUTCHERFIELD COTTAGES,279.449447,0.031734921,1.502298018,0.024181526,61.41666667,7.730714236,27724,27664,12207,44.12593985,40.92401052,34.43729904,34.18530351,137150,548020,51.11453022,0.113331798
189,2825,Diatom4,42175,Aut,2016,BUTCHERFIELD COTTAGES,279.449447,0.031734921,1.502298018,0.024181526,61.41666667,7.730714236,46046,46012,24088,52.35156046,63.39081045,77.39516129,75.05608974,137150,548020,51.11453022,0.113331798
190,3064,Diatom3,42176,Spr,2016,PENSHURST CLAPPERS SLUICE (SITE 1 ECN DIATOMS),470.7072938,0.053821373,4.181267307,0.344084112,108.6388889,7.866944459,37526,28603,12723,44.48134811,74.80826297,75.18518519,75.59748428,143767,552064,51.17292966,0.173855006
191,3098,Diatom4,42176,Aut,2016,PENSHURST CLAPPERS SLUICE (SITE 1 ECN DIATOMS),470.7072938,0.053821373,4.181267307,0.344084112,108.6388889,7.866944459,23032,22007,7364,33.46208025,72.62837164,67.825,66.64262821,143767,552064,51.17292966,0.173855006
192,3048,Diatom2,42208,Spr,2016,HORSELUNGES BRIDGE,349.3047842,0.055777387,4.400624942,0.115074894,53.25,7.488333305,31655,31623,6469,20.45662967,58.51698175,66.015625,65.17918089,112138,558189,50.88707591,0.247607379
193,2834,Diatom4,42208,Aut,2016,HORSELUNGES BRIDGE,349.3047842,0.055777387,4.400624942,0.115074894,53.25,7.488333305,26540,26328,6205,23.56806442,57.4872301,67.19814241,67.61261261,112138,558189,50.88707591,0.247607379
194,3011,Diatom2,42530,Spr,2016,MICHELHAM PRIORY,351.8252925,0.044922877,3.109875331,0.0769068,65.66666667,7.685833295,46101,46044,7151,15.53079663,52.64110263,69.83333333,69.76973684,109209,555636,50.86144958,0.210094852
195,2835,Diatom4,42530,Aut,2016,MICHELHAM PRIORY,351.8252925,0.044922877,3.109875331,0.0769068,65.66666667,7.685833295,38678,38269,14250,37.23640545,58.90102497,67.68081761,67.1722561,109209,555636,50.86144958,0.210094852
196,2719,Diatom3,42744,Aut,2016,SLAUGHTER BRIDGE,354.1071162,0.04479146,1.526766012,0.094815263,88.75757576,7.796969703,51437,51345,28119,54.76482618,54.73045594,70.79027356,68,133381,513411,51.08854095,-0.382054424
197,3028,Diatom3,42744,Spr,2016,SLAUGHTER BRIDGE,354.1071162,0.04479146,1.526766012,0.094815263,88.75757576,7.796969703,49778,49586,24513,49.43532449,74.30648547,80.05988024,80.05988024,133381,513411,51.08854095,-0.382054424
198,3063,Diatom3,42762,Spr,2016,SALMONS BRIDGE,287.6996213,0.033569964,3.341477336,0.090713742,75.24242424,7.658787872,35450,34750,13411,38.59280576,70.06282726,72.52467105,71.9012945,123455,494049,51.00280711,-0.66099762
199,3157,Diatom5,42762,Aut,2016,SALMONS BRIDGE,287.6996213,0.033569964,3.341477336,0.090713742,75.24242424,7.658787872,22479,22448,16272,72.48752673,70.42283313,65.25951557,64.82876712,123455,494049,51.00280711,-0.66099762
200,2622,Diatom2,42767,Spr,2016,ABBOTSFORD,387.2056775,0.044245037,3.991012121,0.069362882,83.58333333,7.719999989,56825,56546,22670,40.09125314,52.5694682,58.00595238,58.00595238,121160,530230,50.97513661,-0.146420223
201,3223,Diatom5,42767,Aut,2016,ABBOTSFORD,387.2056775,0.044245037,3.991012121,0.069362882,83.58333333,7.719999989,23155,22849,9421,41.23156374,82.27705813,85.29552716,83.85782748,121160,530230,50.97513661,-0.146420223
202,2462,Diatom2 ,42809,Spr,2016,HOOKERS FARM,601.3951974,0.060968688,15.40135487,1.777868609,76.66666667,7.646666606,25133,24942,9052,36.2921979,58.83833631,73.73091603,73.35760518,120320,525580,50.9686186,-0.212907996
203,3225,Diatom5,42809,Aut,2016,HOOKERS FARM,601.3951974,0.060968688,15.40135487,1.777868609,76.66666667,7.646666606,12863,11237,3140,27.94340126,71.20043167,68.88333333,69.65116279,120320,525580,50.9686186,-0.212907996
204,2630,Diatom2,42888,Spr,2016,WATERMILL LANE,392.3593937,0.037462284,2.624562897,0.106783564,53.5625,7.628437489,58368,58315,10412,17.85475435,49.98016691,58.22327044,57.8359375,111450,573214,50.876589,0.460691125
205,2722,Diatom3,42888,Aut,2016,WATERMILL LANE,392.3593937,0.037462284,2.624562897,0.106783564,53.5625,7.628437489,50167,50167,29885,59.57103275,43.14776441,70.79166667,69.75993377,111450,573214,50.876589,0.460691125
206,2518,Diatom2,43014,Spr,2016,GREAT STREELE FARM,247.0337027,0.037948641,1.430889046,0.062180003,44.28571429,7.50142857,39737,39580,10812,27.31682668,45.38179036,46.82310469,45.97540984,121730,549840,50.97549484,0.132939435
207,3095,Diatom4,43014,Aut,2016,GREAT STREELE FARM,247.0337027,0.037948641,1.430889046,0.062180003,44.28571429,7.50142857,43602,43033,9993,23.22171357,44.26472216,54.11912752,53.00164474,121730,549840,50.97549484,0.132939435
208,2584,Diatom1,43219,Spr,2016,WHITLEY BRIDGE,219.8247465,0.075182666,1.448972304,0.031200904,26.71428571,7.8191667,34705,34704,18001,51.87010143,19.2987184,31.84981685,27.13166144,102570,431440,50.82182399,-1.555030134
209,2689,Diatom3,43219,Aut,2016,WHITLEY BRIDGE,219.8247465,0.075182666,1.448972304,0.031200904,26.71428571,7.8191667,30038,30037,7517,25.02580151,45.61648164,46.43854749,27.81862745,102570,431440,50.82182399,-1.555030134
210,2505,Diatom1,43239,Spr,2016,BALMER LAWN,160.6422361,0.032627872,0.197398282,0.010863247,19,7.739999975,38275,38258,14078,36.79753254,12.63049822,36.8814433,22.36760125,103100,430250,50.82665305,-1.571879895
211,2690,Diatom3,43239,Aut,2016,BALMER LAWN,160.6422361,0.032627872,0.197398282,0.010863247,19,7.739999975,49399,49394,13260,26.84536583,18.38116758,23.10457516,11.60130719,103100,430250,50.82665305,-1.571879895
212,2524,Diatom1,43326,Spr,2016,DUNDALE FARM,280.1186845,0.080871449,2.344704009,0.054428358,58.08333333,7.68083334,15993,15957,5224,32.73798333,57.29789288,65.58777429,64.8354232,138430,562920,51.12199182,0.326601352
213,2479,Diatom3,43326,Aut,2016,DUNDALE FARM,280.1186845,0.080871449,2.344704009,0.054428358,58.08333333,7.68083334,25961,24237,15322,63.21739489,69.31801744,72.89644013,70.67524116,138430,562920,51.12199182,0.326601352
214,2595,Diatom1,43783,Spr,2016,COLTS HILL,421.0951951,0.03563335,7.280041021,0.848594155,57.66666667,7.760833303,33516,33507,11009,32.85582117,62.91306637,67.3183391,67.35759494,143802,565230,51.16959485,0.362042559
215,2787,Diatom4,43783,Aut,2016,COLTS HILL,421.0951951,0.03563335,7.280041021,0.848594155,57.66666667,7.760833303,39103,39070,10717,27.43025339,83.63041394,75.2124183,75.20700637,143802,565230,51.16959485,0.362042559
216,3071,Diatom3,47310,Spr,2016,WALL BRIDGE LEEK (CHURNET),255.8503025,0.081754613,1.77131007,0.052431668,67.78787879,7.824545513,31237,30529,15041,49.2679092,40.73580683,42.28040541,40.59602649,355312,397398,53.09500713,-2.040308806
217,2791,Diatom4,47310,Aut,2016,WALL BRIDGE LEEK (CHURNET),255.8503025,0.081754613,1.77131007,0.052431668,67.78787879,7.824545513,62302,62157,19188,30.87021574,66.65743802,67.04918033,66.61764706,355312,397398,53.09500713,-2.040308806
218,2484,Diatom1 ,47592,Spr,2016,U/S MELBOURNE HALL POOL (SK3831024380),580.2460705,0.045536674,2.130634479,0.073752832,163.1666667,8.268333197,22754,22508,11498,51.084059,61.89410638,74.62418301,77.49221184,324384,438326,52.81564111,-1.432786193
219,3109,Diatom4,47592,Aut,2016,U/S MELBOURNE HALL POOL (SK3831024380),580.2460705,0.045536674,2.130634479,0.073752832,163.1666667,8.268333197,35937,34830,10850,31.15130635,79.39328706,72.7570922,73.89261745,324384,438326,52.81564111,-1.432786193
220,2502,Diatom1,50020,Spr,2016,NEWTOWN LINFORD,450.5349553,0.030946724,1.746642449,0.039489364,150.4722222,8.152777751,7955,7924,2335,29.46744069,70.11156547,72.55208333,72.37046632,309811,452244,52.68348243,-1.22861428
221,2703,Diatom3,50020,Aut,2016,NEWTOWN LINFORD,450.5349553,0.030946724,1.746642449,0.039489364,150.4722222,8.152777751,52450,52134,17289,33.1626194,72.88945821,79.94087838,79.41419142,309811,452244,52.68348243,-1.22861428
